link,id,lat,lon
247657,59941,-91.688,41.688
246537,59941,-91.688,41.688
245641,59941,-91.688,41.688
242057,59941,-91.688,41.688
238473,59491,-91.938,41.688
236457,59491,-91.938,41.688
229289,59941,-91.688,41.688
222345,59941,-91.688,41.688
215625,59941,-91.688,41.688
213833,59941,-91.688,41.688
202185,59941,-91.688,41.688
195241,59491,-91.938,41.688
191657,60166,-91.563,41.688
191209,60166,-91.563,41.688
191209,59941,-91.688,41.688
190985,59716,-91.813,41.688
188073,59491,-91.938,41.688
182921,59941,-91.688,41.688
182473,59491,-91.938,41.688
180681,59941,-91.688,41.688
176201,59491,-91.938,41.688
175305,59491,-91.938,41.688
173961,59716,-91.813,41.688
171049,59941,-91.688,41.688
166569,59941,-91.688,41.688
163657,59941,-91.688,41.688
159625,60166,-91.563,41.688
156489,59491,-91.938,41.688
152457,59491,-91.938,41.688
150217,59491,-91.938,41.688
142601,59941,-91.688,41.688
138569,59941,-91.688,41.688
137897,60166,-91.563,41.688
136777,59491,-91.938,41.688
130505,59941,-91.688,41.688
129833,59491,-91.938,41.688
128937,59941,-91.688,41.688
126921,59716,-91.813,41.688
126921,59491,-91.938,41.688
125801,59491,-91.938,41.688
124905,59941,-91.688,41.688
124681,59491,-91.938,41.688
117513,59941,-91.688,41.688
117065,59941,-91.688,41.688
113257,59491,-91.938,41.688
110345,59266,-92.063,41.688
106985,59941,-91.688,41.688
106761,59491,-91.938,41.688
100713,59941,-91.688,41.688
97801,59491,-91.938,41.688
94665,59941,-91.688,41.688
89513,59941,-91.688,41.688
86825,59266,-92.063,41.688
85481,59491,-91.938,41.688
79433,59941,-91.688,41.688
79209,59491,-91.938,41.688
77417,59941,-91.688,41.688
74953,59716,-91.813,41.688
73609,59491,-91.938,41.688
73161,59941,-91.688,41.688
70921,59491,-91.938,41.688
68233,59941,-91.688,41.688
66889,59491,-91.938,41.688
63529,59491,-91.938,41.688
61289,59941,-91.688,41.688
54569,59491,-91.938,41.688
54121,60166,-91.563,41.688
54121,59941,-91.688,41.688
53449,59941,-91.688,41.688
53225,59716,-91.813,41.688
46057,59941,-91.688,41.688
45833,59716,-91.813,41.688
40905,59716,-91.813,41.688
40905,59941,-91.688,41.688
37321,59941,-91.688,41.688
32617,59941,-91.688,41.688
32393,59491,-91.938,41.688
29929,59491,-91.938,41.688
25673,59941,-91.688,41.688
23433,59716,-91.813,41.688
23433,59941,-91.688,41.688
16265,60166,-91.563,41.688
7529,59941,-91.688,41.688
376010,59491,-91.938,41.688
375786,59491,-91.938,41.688
374666,59491,-91.938,41.688
373546,59491,-91.938,41.688
372650,59491,-91.938,41.688
371978,59491,-91.938,41.688
370410,59491,-91.938,41.688
368842,59491,-91.938,41.688
363242,59491,-91.938,41.688
358986,59491,-91.938,41.688
351146,59491,-91.938,41.688
332554,59491,-91.938,41.688
328746,59491,-91.938,41.688
321354,59491,-91.938,41.688
315306,59491,-91.938,41.688
281033,59491,-91.938,41.688
119305,59491,-91.938,41.688
251017,59491,-91.938,41.688
173737,59491,-91.938,41.688
209129,59491,-91.938,41.688
230185,59941,-91.688,41.688
220329,59491,-91.938,41.688
234889,59716,-91.813,41.688
293130,59491,-91.938,41.688
288202,59491,-91.938,41.688
284170,59491,-91.938,41.688
280586,59491,-91.938,41.688
279690,59491,-91.938,41.688
265130,59491,-91.938,41.688
250570,59716,-91.813,41.688
248330,59491,-91.938,41.688
241162,59941,-91.688,41.688
211146,59491,-91.938,41.688
209802,59491,-91.938,41.688
179786,59491,-91.938,41.688
170378,59491,-91.938,41.688
145738,59491,-91.938,41.688
132746,59491,-91.938,41.688
114154,59491,-91.938,41.688
84810,59491,-91.938,41.688
82346,59491,-91.938,41.688
81450,59491,-91.938,41.688
76522,59941,-91.688,41.688
70698,59491,-91.938,41.688
68682,59941,-91.688,41.688
66218,59716,-91.813,41.688
66218,59491,-91.938,41.688
61290,59491,-91.938,41.688
58378,59941,-91.688,41.688
56586,59491,-91.938,41.688
41354,59716,-91.813,41.688
30826,59491,-91.938,41.688
23882,59491,-91.938,41.688
22762,59941,-91.688,41.688
20970,59491,-91.938,41.688
20746,59491,-91.938,41.688
18282,59491,-91.938,41.688
452615,59941,-91.688,41.688
369287,59941,-91.688,41.688
411624,59941,-91.688,41.688
